swc_name,dangling_branch,root_node_jump,z_jumps,narrow_start,fat_ends,has_all_nonzero_segment_lengths,narrow_neurite_section,single_child,multifurcation,number_of_dendritic_trees_steaming_from_the_soma,number_of_axons,max_branch_order,total_section_length,max_section_length
18457_00203,0,0,0,0,0,0,0,0,0,6,1,41,109368.4214,7625.453125
18457_00204,0,0,0,0,0,0,0,0,0,8,1,37,156960.7069,5506.800781
18457_00205,0,0,0,0,0,0,0,0,0,9,1,57,160475.8911,4005.586182
18457_00206,0,0,0,0,0,0,0,0,0,9,1,22,110868.9136,5038.355469
18457_00209,0,0,0,0,0,0,0,0,0,3,1,59,280031.87,6108.506348
18457_00241,0,0,0,0,0,0,0,0,0,5,1,32,138227.5443,6082.785156
18458_00048,0,0,0,0,0,0,0,0,0,2,0,50,122809.7613,12011.63965
18458_00049,0,0,0,0,0,0,0,0,0,5,0,24,129958.222,18300.94922
18458_00050,0,0,0,0,0,0,0,0,0,7,1,31,86817.4679,15565.92969
18458_00051,0,0,0,0,0,0,0,0,0,5,1,18,84196.87212,18102.61719
18458_00053,0,0,0,0,0,0,0,0,0,3,1,44,125556.2693,9040.835938
18458_00056,0,0,0,0,0,0,0,0,0,7,0,23,72447.2955,14462.63672
18458_00057,0,0,0,0,0,0,0,0,0,5,0,26,74491.85418,14931.76953
18458_00069,0,0,0,0,0,0,0,0,0,6,0,28,72647.17427,18502.05078
18458_00075,0,0,0,0,0,0,0,0,0,6,1,22,184807.023,12678.95898
18458_00077,0,0,0,0,0,0,0,0,0,5,1,31,197935.8156,14197.22656
18458_00083,0,0,0,0,0,0,0,0,0,4,1,29,129024.6528,4926.886719
18458_00086,0,0,0,0,0,0,0,0,0,4,1,32,106290.9513,3654.728516
18458_00101,0,0,0,0,0,0,0,0,0,5,0,30,80910.40895,13030.875
18458_00102,0,0,0,0,0,0,0,0,0,4,1,19,89722.09689,14423.71582
18458_00114,0,0,0,0,0,0,0,0,0,4,1,19,54411.77975,6336.839355
18458_00119,0,0,0,0,0,0,0,0,0,6,1,17,64571.34677,11442.58203
18458_00121,0,0,0,0,0,0,0,0,0,8,1,59,83450.54024,4970.010742
18458_00122,0,0,0,0,0,0,0,0,0,7,1,30,66178.64291,7488.931152
18458_00125,0,0,0,0,0,0,0,0,0,8,1,26,45518.46375,5857.224609
18458_00148,0,0,0,0,0,0,0,0,0,5,1,47,151704.3062,10520.75391
18458_00150,0,0,0,0,0,0,0,0,0,6,1,52,154312.1689,16421.64844
18458_00185,0,0,0,0,0,0,0,0,0,4,1,71,171919.9442,8632.542969
18458_00236,0,0,0,0,0,0,0,0,0,6,0,19,109520.266,17823.01172
18458_00239,0,0,0,0,0,0,0,0,0,6,1,16,98191.09319,12812.0625
18458_00241,0,0,0,0,0,0,0,0,0,4,1,17,126545.6262,16067.38477
18458_00242,0,0,0,0,0,0,0,0,0,11,0,35,140219.8326,13269.70605
18458_00244,0,0,0,0,0,0,0,0,0,7,1,22,101874.6148,18367.26758
18458_00249,0,0,0,0,0,0,0,0,0,6,1,34,98976.0383,14781.27148
18458_00250,0,0,0,0,0,0,0,0,0,7,1,18,91505.0412,19252.08984
18458_00264,0,0,0,0,0,0,0,0,0,6,0,23,95963.42742,14068.55469
18458_00267,0,0,0,0,0,0,0,0,0,2,1,20,104135.2395,13124.2627
18458_00268,0,0,0,0,0,0,0,0,0,7,1,24,73775.01493,6714.231445
18458_00269,0,0,0,0,0,0,0,0,0,7,1,26,65739.89425,5666.859863
18458_00273,0,0,0,0,0,0,0,0,0,8,0,21,59188.11904,7037.385254
18458_00280,0,0,0,0,0,0,0,0,0,7,1,41,66343.73676,3950.193848
18458_00281,0,0,0,0,0,0,0,0,0,6,1,22,61282.58946,7846.308594
18458_00302,0,0,0,0,0,0,0,0,0,5,0,15,81572.10321,19319.80078
18458_00306,0,0,0,0,0,0,0,0,0,3,0,26,58878.79632,9300.90625
18458_00351,0,0,0,0,0,0,0,0,0,4,1,17,19864.01146,458.9120483
18458_00353,0,0,0,0,0,0,0,0,0,4,1,46,35626.72906,2261.165039
18458_00374,0,0,0,0,0,0,0,0,0,5,1,39,363954.2399,5879.05957
18458_00375,0,0,0,0,0,0,0,0,0,4,1,35,109393.1767,6155.553711
18458_00376,0,0,0,0,0,0,0,0,0,6,1,32,89455.11446,5462.272461
18458_00386,0,0,0,0,0,0,0,0,0,7,1,37,30474.13588,2169.825195
18458_00419,0,0,0,0,0,0,0,0,0,4,1,21,108585.8949,7195.877441
18458_00424,0,0,0,0,0,0,0,0,0,6,0,23,58514.07114,4635.796387
18458_00430,0,0,0,0,0,0,0,0,0,6,1,22,86462.12336,6373.569336
18458_00437,0,0,0,0,0,0,0,0,0,8,1,23,62967.84384,3347.564453
18458_00443,0,0,0,0,0,0,0,0,0,5,1,23,68593.14205,7511.273438
18458_00444,0,0,0,0,0,0,0,0,0,6,1,22,86919.28298,4685.352539
18458_00445,0,0,0,0,0,0,0,0,0,7,1,44,146870.1232,2518.912109
18458_00450,0,0,0,0,0,0,0,0,0,9,0,35,115453.0452,3418.512695
18458_00456,0,0,0,0,0,0,0,0,0,10,1,31,111357.1329,4305.418945
18458_00458,0,0,0,0,0,0,0,0,0,5,1,26,97233.0145,3608.817627
18458_00459,0,0,0,0,0,0,0,0,0,5,1,19,99768.26977,5706.445801
18458_00460,0,0,0,0,0,0,0,0,0,7,1,37,75961.2534,2772.485596
18458_00461,0,0,0,0,0,0,0,0,0,7,1,56,99605.07507,5741.995117
18458_00468,0,0,0,0,0,0,0,0,0,7,1,37,325249.0723,4885.893555
18458_00488,0,0,0,0,0,0,0,0,0,6,1,43,41806.142,2065.332031
18458_00492,0,0,0,0,0,0,0,0,0,7,0,21,95720.99771,6880.896973
18458_00496,0,0,0,0,0,0,0,0,0,7,0,30,145843.9854,7297.509766
18458_00500,0,0,0,0,0,0,0,0,0,3,1,65,56775.52255,1825.743896
18458_00502,0,0,0,0,0,0,0,0,0,3,1,54,54271.83534,1199.505371
18458_00505,0,0,0,0,0,0,0,0,0,7,0,44,219352.1096,10759.63086
18458_00540,0,0,0,0,0,0,0,0,0,10,1,25,86485.02603,3514.635742
18458_00541,0,0,0,0,0,0,0,0,0,7,1,17,49378.07829,5083.92334
18458_00542,0,0,0,0,0,0,0,0,0,7,1,31,75348.15742,7130.767578
18458_00547,0,0,0,0,0,0,0,0,0,7,1,44,78356.13785,3910.091553
18458_00548,0,0,0,0,0,0,0,0,0,8,1,26,68538.19878,5937.105469
18458_00549,0,0,0,0,0,0,0,0,0,10,0,42,112647.6157,4987.454102
18458_00550,0,0,0,0,0,0,0,0,0,10,1,47,77908.49249,5042.137695
18458_00551,0,0,0,0,0,0,0,0,0,8,1,24,119997.5861,5676.178711
18458_00555,0,0,0,0,0,0,0,0,0,6,1,24,66216.49557,7884.673828
18458_00561,0,0,0,0,0,0,0,0,0,7,0,30,135312.557,3787.270996
18458_00562,0,0,0,0,0,0,0,0,0,6,0,40,111331.2714,5390.501953
18458_00564,0,0,0,0,0,0,0,0,0,4,1,19,63594.51928,7801.868164
18458_00565,0,0,0,0,0,0,0,0,0,6,0,28,69134.11912,5601.222656
18458_00567,0,0,0,0,0,0,0,0,0,7,1,49,163969.5353,8629.318359
18458_00574,0,0,0,0,0,0,0,0,0,7,1,21,101705.6632,5796.5
18458_00575,0,0,0,0,0,0,0,0,0,9,1,51,103009.3336,6570.675781
18458_00577,0,0,0,0,0,0,0,0,0,9,1,33,91979.74091,6361.546387
18458_00578,0,0,0,0,0,0,0,0,0,7,0,24,82505.31316,7052.875
18458_00580,0,0,0,0,0,0,0,0,0,7,1,52,114641.3471,6882.085449
18458_00583,0,0,0,0,0,0,0,0,0,5,1,21,68887.83194,5605.194336
18458_00584,0,0,0,0,0,0,0,0,0,8,1,44,104554.6042,6837.344727
18458_00585,0,0,0,0,0,0,0,0,0,9,0,43,259560.7396,7662.354492
18458_00586,0,0,0,0,0,0,0,0,0,6,1,73,140316.0315,5585.163574
18458_00612,0,0,0,0,0,0,0,0,0,3,1,18,80377.15471,6299.416992
18458_00614,0,0,0,0,0,0,0,0,0,4,1,10,47728.73217,14852.01953
18458_00615,0,0,0,0,0,0,0,0,0,4,0,7,36244.32808,16622.29297
18458_00616,0,0,0,0,0,0,0,0,0,2,0,78,158121.5041,8957.223633
18461_2985_x10744_y3095,0,0,0,0,0,0,0,0,0,6,1,19,106702.2004,7137.26123
18461_3220_x7596_y9465,0,0,0,0,0,0,0,0,0,8,0,23,155942.4041,6194.179688
18461_3871_x7813_y3857,0,0,0,0,0,0,0,0,0,6,1,24,117764.515,9304.759766
18461_4178_x16825_y2713,0,0,0,0,0,0,0,0,0,7,0,32,101736.9364,7242.005859
18461_4233_x19011_y2874,0,0,0,0,0,0,0,0,0,8,1,22,90160.41202,5273.054199
18461_4388_x5599_y5781,0,0,0,0,0,0,0,0,0,7,1,17,48003.8484,1320.864258
18461_4410_x23856_y6531,0,0,0,0,0,0,0,0,0,4,0,27,111873.1832,16322.37598
18461_4545_x5749_y4914,0,0,0,0,0,0,0,0,0,5,1,29,82337.12916,3578.366211
18461_4862_x17603_y2198,0,0,0,0,0,0,0,0,0,6,1,19,71458.3108,1390.168457
18461_5025_x23630_y4542,0,0,0,0,0,0,0,0,0,9,0,36,87298.4118,14987.13281
18461_6043_x11080_y1667,0,0,0,0,0,0,0,0,0,6,1,24,78616.72629,1961.627441
18461_7132_x6338_y3287,0,0,0,0,0,0,0,0,0,5,1,28,59701.05134,1566.657471
18462_00005,0,0,0,0,0,0,0,0,0,5,0,15,34151.2748,2622.958496
18462_00007,0,0,0,0,0,0,0,0,0,6,1,15,38460.68753,1396.593018
18462_00009,0,0,0,0,0,0,0,0,0,5,0,16,49550.25151,1797.95166
18462_00012,0,0,0,0,0,0,0,0,0,13,1,44,61455.28171,5618.269043
18462_00013,0,0,0,0,0,0,0,0,0,9,1,23,61071.28401,4507.520996
18462_00014,0,0,0,0,0,0,0,0,0,7,1,19,42808.0832,5200.914063
18462_00015,0,0,0,0,0,0,0,0,0,9,1,37,52772.79831,4411.719238
18462_00016,0,0,0,0,0,0,0,0,0,6,1,30,49497.81379,4259.115234
18462_00017,0,0,0,0,0,0,0,0,0,7,1,26,43875.27356,4221.731445
18462_00018,0,0,0,0,0,0,0,0,0,6,1,27,53420.96166,3362.917969
18462_00019,0,0,0,0,0,0,0,0,0,9,1,26,48820.45158,4480.618164
18462_00020,0,0,0,0,0,0,0,0,0,9,1,18,40219.12608,6821.675293
18462_00021,0,0,0,0,0,0,0,0,0,6,1,26,37995.14972,4604.317383
18462_00022,0,0,0,0,0,0,0,0,0,6,0,26,38067.04619,6617.310547
18462_00023,0,0,0,0,0,0,0,0,0,12,1,34,85004.40178,4251.956055
18462_00024,0,0,0,0,0,0,0,0,0,5,1,41,64190.53546,10998.41699
18462_00025,0,0,0,0,0,0,0,0,0,5,1,26,53930.9824,5629.741211
18462_00026,0,0,0,0,0,0,0,0,0,6,1,23,71541.48559,3726.509277
18462_00027,0,0,0,0,0,0,0,0,0,5,1,53,72430.87652,8308.875
18462_00028,0,0,0,0,0,0,0,0,0,9,1,27,71609.90495,3778.638916
18462_00029,0,0,0,0,0,0,0,0,0,4,1,20,108245.2668,4224.546387
18462_00030,0,0,0,0,0,0,0,0,0,10,1,36,105879.3758,3835.047607
18462_00031,0,0,0,0,0,0,0,0,0,12,1,41,132509.4228,5637.947266
18462_00032,0,0,0,0,0,0,0,0,0,5,1,23,141729.8741,4059.627197
18462_00035,0,0,0,0,0,0,0,0,0,4,1,15,39727.68942,1869.320557
18462_00038,0,0,0,0,0,0,0,0,0,5,1,29,36054.26107,2838.04248
18462_00040,0,0,0,0,0,0,0,0,0,8,0,23,55808.66171,4990.765625
18462_00041,0,0,0,0,0,0,0,0,0,7,1,27,54268.95517,3955.895508
18462_00042,0,0,0,0,0,0,0,0,0,6,1,24,60017.71867,3027.214844
18462_00043,0,0,0,0,0,0,0,0,0,4,0,26,41015.15532,1671.615234
18462_00044,0,0,0,0,0,0,0,0,0,10,1,24,68584.56226,5386.19043
18462_00045,0,0,0,0,0,0,0,0,0,9,1,22,66918.15859,2817.701904
18462_00048,0,0,0,0,0,0,0,0,0,6,0,14,36987.23103,2254.591309
18462_00049,0,0,0,0,0,0,0,0,0,6,1,28,35618.02606,1833.264648
18462_00050,0,0,0,0,0,0,0,0,0,5,1,16,35289.00354,932.4569092
18462_00051,0,0,0,0,0,0,0,0,0,10,1,34,54236.17713,4786.831055
18462_00052,0,0,0,0,0,0,0,0,0,7,1,22,51535.90443,4384.741211
18462_00053,0,0,0,0,0,0,0,0,0,9,0,20,80413.04029,4371.481445
18462_00054,0,0,0,0,0,0,0,0,0,7,1,21,72811.10608,5103.30957
18462_00055,0,0,0,0,0,0,0,0,0,5,1,22,43201.33212,5373.671875
18462_00056,0,0,0,0,0,0,0,0,0,6,1,26,71063.47349,3641.158936
18462_00057,0,0,0,0,0,0,0,0,0,5,1,18,33387.53886,6126.734375
18462_00058,0,0,0,0,0,0,0,0,0,9,1,43,70034.7429,3287.298096
18462_00059,0,0,0,0,0,0,0,0,0,6,1,43,77250.83621,2446.066895
18462_00060,0,0,0,0,0,0,0,0,0,8,1,27,74528.3615,2929.394043
18462_00061,0,0,0,0,0,0,0,0,0,7,1,46,108690.7688,4245.313477
18462_00062,0,0,0,0,0,0,0,0,0,7,1,34,79170.93854,3647.782715
18462_00063,0,0,0,0,0,0,0,0,0,8,1,28,110560.8431,5936.547852
18463_00001,0,0,0,0,0,0,0,0,0,6,0,21,70532.89376,12047.83301
18463_00003,0,0,0,0,0,0,0,0,0,9,1,40,78180.31917,5230.373535
18463_00004,0,0,0,0,0,0,0,0,0,3,0,32,31484.27641,4090.187012
18463_00005,0,0,0,0,0,0,0,0,0,5,1,26,35964.51156,1308.596558
18463_00007,0,0,0,0,0,0,0,0,0,3,1,42,31640.84747,2837.606934
18463_00010,0,0,0,0,0,0,0,0,0,4,0,18,34717.57159,2835.407959
18463_00011,0,0,0,0,0,0,0,0,0,5,1,19,35883.65199,1566.068848
18463_00012,0,0,0,0,0,0,0,0,0,4,1,17,38583.72686,5618.516602
18463_00013,0,0,0,0,0,0,0,0,0,9,1,40,80176.88273,4688.51123
18463_00014,0,0,0,0,0,0,0,0,0,3,1,21,31923.87889,5394.685547
18463_00015,0,0,0,0,0,0,0,0,0,7,1,20,68332.4494,9140.220703
18463_00016,0,0,0,0,0,0,0,0,0,9,1,27,104487.6681,6862.262695
18463_00018,0,0,0,0,0,0,0,0,0,9,1,15,52910.0767,9694.570313
18463_00019,0,0,0,0,0,0,0,0,0,7,1,29,31651.35134,2908.307373
18463_00020,0,0,0,0,0,0,0,0,0,3,1,31,37175.29192,6988.21875
18463_00021,0,0,0,0,0,0,0,0,0,5,1,30,33050.71899,2432.556641
18463_00024,0,0,0,0,0,0,0,0,0,4,1,18,46704.99901,1365.13916
18463_00027,0,0,0,0,0,0,0,0,0,6,1,17,44073.65343,3821.20166
18463_00028,0,0,0,0,0,0,0,0,0,8,1,24,77765.788,2888.226074
18463_00029,0,0,0,0,0,0,0,0,0,8,1,30,105137.8231,2944.644043
18463_00031,0,0,0,0,0,0,0,0,0,8,1,27,57354.11669,2975.357666
18463_00032,0,0,0,0,0,0,0,0,0,7,0,25,58311.93606,4138.230957
18463_00034,0,0,0,0,0,0,0,0,0,7,1,22,41018.97811,6371.707031
18463_00036,0,0,0,0,0,0,0,0,0,3,1,40,71068.09496,3620.981445
18463_00037,0,0,0,0,0,0,0,0,0,11,1,39,76848.82048,3309.132813
18463_00038,0,0,0,0,0,0,0,0,0,6,0,25,50477.00842,4021.523438
18463_00039,0,0,0,0,0,0,0,0,0,6,1,29,76998.55265,4958.282227
18463_00040,0,0,0,0,0,0,0,0,0,8,1,32,52661.27195,4572.066895
18463_00041,0,0,0,0,0,0,0,0,0,10,1,28,102913.8333,3254.779785
18463_00042,0,0,0,0,0,0,0,0,0,2,1,20,42388.82378,2477.763184
18463_00045,0,0,0,0,0,0,0,0,0,5,1,23,85015.47727,5586.026367
18463_00046,0,0,0,0,0,0,0,0,0,4,0,48,88942.29652,4113.830566
18463_00047,0,0,0,0,0,0,0,0,0,5,1,29,152105.889,4272.256836
18463_00051,0,0,0,0,0,0,0,0,0,5,0,28,41459.935,863.5275269
18463_00052,0,0,0,0,0,0,0,0,0,5,1,12,52197.49336,9552.359375
18463_00054,0,0,0,0,0,0,0,0,0,6,0,32,86210.33979,4599.571289
18463_00055,0,0,0,0,0,0,0,0,0,5,1,26,86408.21481,7216.632813
18463_00056,0,0,0,0,0,0,0,0,0,5,0,51,103371.66,8997.779297
18463_00057,0,0,0,0,0,0,0,0,0,4,1,19,35204.32595,6558.915527
18463_00058,0,0,0,0,0,0,0,0,0,6,1,29,38632.47352,7633.456055
18463_00061,0,0,0,0,0,0,0,0,0,7,1,54,153235.5543,2365.559326
18463_00062,0,0,0,0,0,0,0,0,0,8,1,21,68022.34041,4719.43457
18463_00066,0,0,0,0,0,0,0,0,0,7,1,21,53555.54113,4432.988281
18463_00067,0,0,0,0,0,0,0,0,0,9,0,20,55576.75571,8560.792969
18463_00068,0,0,0,0,0,0,0,0,0,11,1,47,75932.21971,4096.942383
18463_00069,0,0,0,0,0,0,0,0,0,9,1,27,48686.62333,3159.570313
18463_00071,0,0,0,0,0,0,0,0,0,7,1,31,64112.81415,4849.019043
18463_00072,0,0,0,0,0,0,0,0,0,8,1,27,69394.7583,3151.898682
18463_00073,0,0,0,0,0,0,0,0,0,7,0,24,97075.18991,3765.958496
18463_00074,0,0,0,0,0,0,0,0,0,5,0,29,21717.83976,1170.188965
18463_00075,0,0,0,0,0,0,0,0,0,6,1,28,30294.76682,702.3905029
18464_00004,0,0,0,0,0,0,0,0,0,5,1,33,43594.54069,2064.234131
18464_00009,0,0,0,0,0,0,0,0,0,4,0,44,42991.35014,7600.004883
18464_00010,0,0,0,0,0,0,0,0,0,5,1,32,36395.30602,3265.234375
18464_00029,0,0,0,0,0,0,0,0,0,5,1,32,98867.73084,6697.262695
18464_00031,0,0,0,0,0,0,0,0,0,7,1,38,112532.0356,16134.26953
18464_00044,0,0,0,0,0,0,0,0,0,7,1,33,80338.54615,2042.704468
18464_00045,0,0,0,0,0,0,0,0,0,9,1,58,86988.37015,2956.706055
18464_00046,0,0,0,0,0,0,0,0,0,7,1,23,82584.43485,4800.375977
18464_00047,0,0,0,0,0,0,0,0,0,6,1,24,88802.86549,4242.45166
18464_00048,0,0,0,0,0,0,0,0,0,5,1,27,70360.96171,8472.887695
18464_00049,0,0,0,0,0,0,0,0,0,7,1,20,96815.37073,7879.1875
18464_00052,0,0,0,0,0,0,0,0,0,8,0,23,73922.8267,6896.213867
18464_00061,0,0,0,0,0,0,0,0,0,4,1,16,23612.14049,1392.487427
18464_00074,0,0,0,0,0,0,0,0,0,7,1,20,164093.2192,7004.950684
18464_00075,0,0,0,0,0,0,0,0,0,8,1,32,80634.3878,3843.114746
18464_00076,0,0,0,0,0,0,0,0,0,6,1,20,81294.09588,5343.185547
18464_00079,0,0,0,0,0,0,0,0,0,8,1,25,110641.8825,7224.612305
18464_00080,0,0,0,0,0,0,0,0,0,7,1,24,136810.3717,5170.589844
18464_00081,0,0,0,0,0,0,0,0,0,5,1,31,47437.9919,3828.118652
18464_00082,0,0,0,0,0,0,0,0,0,4,0,35,40553.12466,3476.005859
18464_00085,0,0,0,0,0,0,0,0,0,5,1,43,48509.16841,3133.68457
18464_00086,0,0,0,0,0,0,0,0,0,5,0,70,46101.63597,1373.992432
18464_00088,0,0,0,0,0,0,0,0,0,4,1,37,56147.42914,2737.157715
18464_00102,0,0,0,0,0,0,0,0,0,7,0,56,267758.7524,4407.805176
18464_00108,0,0,0,0,0,0,0,0,0,3,1,38,39291.482,1877.014893
18464_00112,0,0,0,0,0,0,0,0,0,4,1,48,31308.6188,457.4208984
18464_00119,0,0,0,0,0,0,0,0,0,7,1,30,99157.68539,6929.797852
18464_00122,0,0,0,0,0,0,0,0,0,7,1,51,121674.3116,4571.85498
18464_00124,0,0,0,0,0,0,0,0,0,5,1,34,88837.04445,8856.445313
18464_00127,0,0,0,0,0,0,0,0,0,7,1,25,98228.8911,6767.300781
18464_00128,0,0,0,0,0,0,0,0,0,7,1,28,88937.13322,4141.588867
18464_00129,0,0,0,0,0,0,0,0,0,8,1,27,106523.2772,3062.761719
18464_00132,0,0,0,0,0,0,0,0,0,7,1,31,182630.1211,8190.069336
18464_00133,0,0,0,0,0,0,0,0,0,9,1,26,175839.0644,8562.255859
18464_00139,0,0,0,0,0,0,0,0,0,6,1,38,161656.4561,8161.420898
18464_00141,0,0,0,0,0,0,0,0,0,3,1,40,58917.62334,3743.914063
18464_00143,0,0,0,0,0,0,0,0,0,7,0,18,74571.85694,7629.595703
18464_00153,0,0,0,0,0,0,0,0,0,6,1,35,37867.35726,2152.266113
18464_00155,0,0,0,0,0,0,0,0,0,5,1,42,59062.44018,1395.183716
18464_00163,0,0,0,0,0,0,0,0,0,5,1,30,41805.90623,2132.655762
18464_00169,0,0,0,0,0,0,0,0,0,7,1,24,29269.08872,2037.863647
18464_00183,0,0,0,0,0,0,0,0,0,4,1,26,78141.72916,7296.311035
18464_00184,0,0,0,0,0,0,0,0,0,6,0,26,73773.19848,7289.066406
18464_00193,0,0,0,0,0,0,0,0,0,7,0,31,99508.75244,13679.55078
18464_00194,0,0,0,0,0,0,0,0,0,3,1,24,135236.4887,6369.695313
18464_00196,0,0,0,0,0,0,0,0,0,8,1,94,202003.4871,16235.67773
18464_00197,0,0,0,0,0,0,0,0,0,6,1,48,172796.2593,7679.42041
18464_00198,0,0,0,0,0,0,0,0,0,7,0,33,166368.2633,9563.521484
18465_00001,0,0,0,0,0,0,0,0,0,6,1,26,40457.90583,3709.540771
18465_00003,0,0,0,0,0,0,0,0,0,5,1,55,61748.83898,3065.945068
18465_00005,0,0,0,0,0,0,0,0,0,6,1,72,65535.57046,5260.69043
18465_00006,0,0,0,0,0,0,0,0,0,5,1,31,36543.36515,2037.573364
18465_00007,0,0,0,0,0,0,0,0,0,4,1,33,40630.92246,2701.391357
18465_00008,0,0,0,0,0,0,0,0,0,5,1,36,43975.67083,4500.059082
18465_00009,0,0,0,0,0,0,0,0,0,5,1,25,28987.1095,3313.744629
18465_00011,0,0,0,0,0,0,0,0,0,6,1,36,48906.84721,2579.394043
18465_00015,0,0,0,0,0,0,0,0,0,8,1,30,36898.93748,472.645874
18465_00017,0,0,0,0,0,0,0,0,0,7,1,40,36558.63393,2680.080566
18465_00018,0,0,0,0,0,0,0,0,0,7,0,29,35152.27607,818.0213013
18465_00028,0,0,0,0,0,0,0,0,0,4,1,24,36600.22234,4954.444336
18465_00029,0,0,0,0,0,0,0,0,0,5,1,26,34301.37996,4580.47168
18465_00030,0,0,0,0,0,0,0,0,0,5,0,27,37595.00943,2874.9021
18465_00031,0,0,0,0,0,0,0,0,0,6,0,35,37641.64513,2479.462891
18465_00032,0,0,0,0,0,0,0,0,0,5,1,20,27460.18871,4678.737793
18465_00033,0,0,0,0,0,0,0,0,0,3,1,21,33712.4607,6923.580566
18465_00034,0,0,0,0,0,0,0,0,0,4,1,50,44993.58545,3419.550049
18465_00035,0,0,0,0,0,0,0,0,0,5,1,35,39400.04346,4419.211914
18465_00036,0,0,0,0,0,0,0,0,0,6,1,40,70171.41324,4795.30957
18465_00037,0,0,0,0,0,0,0,0,0,5,1,36,39705.70567,3175.785156
18465_00039,0,0,0,0,0,0,0,0,0,5,1,19,63792.83788,1567.514404
18465_00040,0,0,0,0,0,0,0,0,0,4,1,25,48629.48973,4598.40332
18465_00041,0,0,0,0,0,0,0,0,0,4,1,27,38073.48314,3308.152588
18465_00044,0,0,0,0,0,0,0,0,0,6,0,38,41835.44168,1852.308105
18465_00045,0,0,0,0,0,0,0,0,0,4,0,12,30753.49994,2379.530273
18465_00046,0,0,0,0,0,0,0,0,0,7,1,30,41312.85208,1872.888672
18465_00047,0,0,0,0,0,0,0,0,0,7,1,45,278455.9828,7399.086914
18465_00048,0,0,0,0,0,0,0,0,0,4,1,40,195088.0018,4903.776367
18465_00050,0,0,0,0,0,0,0,0,0,5,1,30,34125.37279,3554.273438
18465_00052,0,0,0,0,0,0,0,0,0,3,1,27,81641.93436,4437.242676
18465_00053,0,0,0,0,0,0,0,0,0,5,1,26,83096.80627,2507.563477
18465_00054,0,0,0,0,0,0,0,0,0,4,1,6,12644.49808,3861.152344
18465_00056,0,0,0,0,0,0,0,0,0,6,1,53,156421.8116,10194.12305
18465_00057,0,0,0,0,0,0,0,0,0,8,1,22,121584.3182,14607.78516
18465_00058,0,0,0,0,0,0,0,0,0,7,0,40,136911.8451,6153.755859
18465_00059,0,0,0,0,0,0,0,0,0,7,1,34,104301.7622,2629.075684
18465_00070,0,0,0,0,0,0,0,0,0,6,1,44,153349.226,9262.822266
18465_00078,0,0,0,0,0,0,0,0,0,7,1,55,69314.25928,9275.944336
18465_00079,0,0,0,0,0,0,0,0,0,6,1,16,56036.28178,8507.324219
18465_00080,0,0,0,0,0,0,0,0,0,6,1,14,58431.89991,9673.537109
18465_00081,0,0,0,0,0,0,0,0,0,3,1,23,64162.81737,5137.400391
18465_00082,0,0,0,0,0,0,0,0,0,6,1,23,64645.80657,6337.812012
18465_00083,0,0,0,0,0,0,0,0,0,7,0,25,91265.99882,5683.695313
18465_00084,0,0,0,0,0,0,0,0,0,8,1,26,127722.878,5048.728516
18465_00089,0,0,0,0,0,0,0,0,0,8,1,42,73772.01011,5965.536133
18465_00090,0,0,0,0,0,0,0,0,0,8,0,20,80313.59663,3997.628906
18465_00091,0,0,0,0,0,0,0,0,0,9,1,40,114368.154,7299.586914
18465_00092,0,0,0,0,0,0,0,0,0,8,1,32,83187.47366,6866.977539
18465_00106,0,0,0,0,0,0,0,0,0,4,1,16,59093.97539,8880.145508
18465_00109,0,0,0,0,0,0,0,0,0,6,1,22,107386.9031,15389.25098
18465_00110,0,0,0,0,0,0,0,0,0,5,0,26,121291.6015,14148.24609
18465_00111,0,0,0,0,0,0,0,0,0,3,0,31,116334.1041,11072.87305
18465_00112,0,0,0,0,0,0,0,0,0,6,1,19,105833.2549,11158.62402
18465_00113,0,0,0,0,0,0,0,0,0,6,1,25,101318.8909,15598.09082
18465_00114,0,0,0,0,0,0,0,0,0,5,0,45,144494.474,6240.563477
18465_00115,0,0,0,0,0,0,0,0,0,5,0,30,97420.76304,14396.92188
18465_00116,0,0,0,0,0,0,0,0,0,7,1,64,135061.4302,15329.69434
18465_00117,0,0,0,0,0,0,0,0,0,10,1,24,100833.5437,14629.94531
18465_00119,0,0,0,0,0,0,0,0,0,6,1,23,78463.11493,13739.04688
18465_00125,0,0,0,0,0,0,0,0,0,6,1,46,95329.44735,2342.803711
18465_00126,0,0,0,0,0,0,0,0,0,3,1,32,71132.05932,6856.228516
18465_00127,0,0,0,0,0,0,0,0,0,5,1,24,60534.54182,3655.517578
18465_00128,0,0,0,0,0,0,0,0,0,8,1,19,75007.50912,6145.148926
18465_00132,0,0,0,0,0,0,0,0,0,8,1,33,105725.2565,7893.291992
18465_00133,0,0,0,0,0,0,0,0,0,5,1,28,128452.1446,6249.429688
18465_00136,0,0,0,0,0,0,0,0,0,6,1,46,108240.0561,17084.125
18465_00140,0,0,0,0,0,0,0,0,0,6,0,56,68122.44629,3721.758789
18465_00141,0,0,0,0,0,0,0,0,0,8,1,44,112060.9547,13874.44824
18465_00142,0,0,0,0,0,0,0,0,0,5,1,30,79359.51477,8991.066406
18465_00145,0,0,0,0,0,0,0,0,0,4,1,20,129612.2313,8329.430664
18465_00148,0,0,0,0,0,0,0,0,0,5,1,14,64589.36833,17130.66211
